,date,county,state,cases,deaths,Week,Weekly Cases,Weekly Deaths
20278,2021-06-16,Contra Costa,California,70428,810.0,Wednesday,312.0,7.0
20684,2021-06-23,Contra Costa,California,70818,813.0,Wednesday,390.0,3.0
21090,2021-06-30,Contra Costa,California,71250,817.0,Wednesday,432.0,4.0
7,2020-07-01,Del Norte,California,51,0.0,Wednesday,0.0,0.0
406,2020-07-08,Del Norte,California,58,0.0,Wednesday,7.0,0.0
805,2020-07-15,Del Norte,California,61,0.0,Wednesday,3.0,0.0
1204,2020-07-22,Del Norte,California,79,0.0,Wednesday,18.0,0.0
1603,2020-07-29,Del Norte,California,88,0.0,Wednesday,9.0,0.0
2009,2020-08-05,Del Norte,California,90,0.0,Wednesday,2.0,0.0
2415,2020-08-12,Del Norte,California,104,0.0,Wednesday,14.0,0.0
2821,2020-08-19,Del Norte,California,112,1.0,Wednesday,8.0,1.0
3227,2020-08-26,Del Norte,California,121,1.0,Wednesday,9.0,0.0
3633,2020-09-02,Del Norte,California,124,1.0,Wednesday,3.0,0.0
4039,2020-09-09,Del Norte,California,124,1.0,Wednesday,0.0,0.0
4445,2020-09-16,Del Norte,California,135,1.0,Wednesday,11.0,0.0
4851,2020-09-23,Del Norte,California,138,1.0,Wednesday,3.0,0.0
5257,2020-09-30,Del Norte,California,144,1.0,Wednesday,6.0,0.0
5663,2020-10-07,Del Norte,California,160,1.0,Wednesday,16.0,0.0
6069,2020-10-14,Del Norte,California,171,1.0,Wednesday,11.0,0.0
6475,2020-10-21,Del Norte,California,175,1.0,Wednesday,4.0,0.0
6881,2020-10-28,Del Norte,California,180,1.0,Wednesday,5.0,0.0
7287,2020-11-04,Del Norte,California,198,1.0,Wednesday,18.0,0.0
7693,2020-11-11,Del Norte,California,204,1.0,Wednesday,6.0,0.0
8099,2020-11-18,Del Norte,California,235,1.0,Wednesday,31.0,0.0
8505,2020-11-25,Del Norte,California,313,1.0,Wednesday,78.0,0.0
8911,2020-12-02,Del Norte,California,357,1.0,Wednesday,44.0,0.0
9317,2020-12-09,Del Norte,California,489,1.0,Wednesday,132.0,0.0
9723,2020-12-16,Del Norte,California,564,2.0,Wednesday,75.0,1.0
10129,2020-12-23,Del Norte,California,666,2.0,Wednesday,102.0,0.0
10535,2020-12-30,Del Norte,California,754,2.0,Wednesday,88.0,0.0
10941,2021-01-06,Del Norte,California,791,2.0,Wednesday,37.0,0.0
11347,2021-01-13,Del Norte,California,827,2.0,Wednesday,36.0,0.0
11753,2021-01-20,Del Norte,California,867,2.0,Wednesday,40.0,0.0
12159,2021-01-27,Del Norte,California,879,3.0,Wednesday,12.0,1.0
12565,2021-02-03,Del Norte,California,888,3.0,Wednesday,9.0,0.0
12971,2021-02-10,Del Norte,California,911,3.0,Wednesday,23.0,0.0
13377,2021-02-17,Del Norte,California,947,4.0,Wednesday,36.0,1.0
13783,2021-02-24,Del Norte,California,986,5.0,Wednesday,39.0,1.0
14189,2021-03-03,Del Norte,California,1008,5.0,Wednesday,22.0,0.0
14595,2021-03-10,Del Norte,California,1043,5.0,Wednesday,35.0,0.0
15001,2021-03-17,Del Norte,California,1078,6.0,Wednesday,35.0,1.0
15407,2021-03-24,Del Norte,California,1113,6.0,Wednesday,35.0,0.0
15813,2021-03-31,Del Norte,California,1163,6.0,Wednesday,50.0,0.0
16219,2021-04-07,Del Norte,California,1232,6.0,Wednesday,69.0,0.0
16625,2021-04-14,Del Norte,California,1271,7.0,Wednesday,39.0,1.0
17031,2021-04-21,Del Norte,California,1291,7.0,Wednesday,20.0,0.0
17437,2021-04-28,Del Norte,California,1310,7.0,Wednesday,19.0,0.0
17843,2021-05-05,Del Norte,California,1353,7.0,Wednesday,43.0,0.0
18249,2021-05-12,Del Norte,California,1393,8.0,Wednesday,40.0,1.0
18655,2021-05-19,Del Norte,California,1410,8.0,Wednesday,17.0,0.0
19061,2021-05-26,Del Norte,California,1427,8.0,Wednesday,17.0,0.0
19467,2021-06-02,Del Norte,California,1434,8.0,Wednesday,7.0,0.0
19873,2021-06-09,Del Norte,California,1444,8.0,Wednesday,10.0,0.0
20279,2021-06-16,Del Norte,California,1454,8.0,Wednesday,10.0,0.0
20685,2021-06-23,Del Norte,California,1465,8.0,Wednesday,11.0,0.0
21091,2021-06-30,Del Norte,California,1483,8.0,Wednesday,18.0,0.0
8,2020-07-01,El Dorado,California,184,0.0,Wednesday,0.0,0.0
407,2020-07-08,El Dorado,California,280,0.0,Wednesday,96.0,0.0
806,2020-07-15,El Dorado,California,363,0.0,Wednesday,83.0,0.0
1205,2020-07-22,El Dorado,California,486,1.0,Wednesday,123.0,1.0
1604,2020-07-29,El Dorado,California,589,1.0,Wednesday,103.0,0.0
2010,2020-08-05,El Dorado,California,702,1.0,Wednesday,113.0,0.0
2416,2020-08-12,El Dorado,California,793,2.0,Wednesday,91.0,1.0
2822,2020-08-19,El Dorado,California,877,2.0,Wednesday,84.0,0.0
3228,2020-08-26,El Dorado,California,935,2.0,Wednesday,58.0,0.0
3634,2020-09-02,El Dorado,California,980,2.0,Wednesday,45.0,0.0
4040,2020-09-09,El Dorado,California,1019,2.0,Wednesday,39.0,0.0
4446,2020-09-16,El Dorado,California,1054,4.0,Wednesday,35.0,2.0
4852,2020-09-23,El Dorado,California,1087,4.0,Wednesday,33.0,0.0
5258,2020-09-30,El Dorado,California,1151,4.0,Wednesday,64.0,0.0
5664,2020-10-07,El Dorado,California,1211,4.0,Wednesday,60.0,0.0
6070,2020-10-14,El Dorado,California,1262,4.0,Wednesday,51.0,0.0
6476,2020-10-21,El Dorado,California,1295,4.0,Wednesday,33.0,0.0
6882,2020-10-28,El Dorado,California,1351,4.0,Wednesday,56.0,0.0
7288,2020-11-04,El Dorado,California,1445,4.0,Wednesday,94.0,0.0
7694,2020-11-11,El Dorado,California,1551,4.0,Wednesday,106.0,0.0
8100,2020-11-18,El Dorado,California,1758,4.0,Wednesday,207.0,0.0
8506,2020-11-25,El Dorado,California,2005,4.0,Wednesday,247.0,0.0
8912,2020-12-02,El Dorado,California,2542,4.0,Wednesday,537.0,0.0
9318,2020-12-09,El Dorado,California,3296,8.0,Wednesday,754.0,4.0
9724,2020-12-16,El Dorado,California,4113,8.0,Wednesday,817.0,0.0
10130,2020-12-23,El Dorado,California,4885,12.0,Wednesday,772.0,4.0
10536,2020-12-30,El Dorado,California,5551,21.0,Wednesday,666.0,9.0
10942,2021-01-06,El Dorado,California,6270,27.0,Wednesday,719.0,6.0
11348,2021-01-13,El Dorado,California,7156,38.0,Wednesday,886.0,11.0
11754,2021-01-20,El Dorado,California,7743,44.0,Wednesday,587.0,6.0
12160,2021-01-27,El Dorado,California,8115,66.0,Wednesday,372.0,22.0
12566,2021-02-03,El Dorado,California,8405,81.0,Wednesday,290.0,15.0
12972,2021-02-10,El Dorado,California,8663,86.0,Wednesday,258.0,5.0
13378,2021-02-17,El Dorado,California,8836,91.0,Wednesday,173.0,5.0
13784,2021-02-24,El Dorado,California,8969,95.0,Wednesday,133.0,4.0
14190,2021-03-03,El Dorado,California,9116,100.0,Wednesday,147.0,5.0
14596,2021-03-10,El Dorado,California,9198,101.0,Wednesday,82.0,1.0
15002,2021-03-17,El Dorado,California,9249,105.0,Wednesday,51.0,4.0
15408,2021-03-24,El Dorado,California,9318,107.0,Wednesday,69.0,2.0
15814,2021-03-31,El Dorado,California,9381,107.0,Wednesday,63.0,0.0
16220,2021-04-07,El Dorado,California,9489,108.0,Wednesday,108.0,1.0
16626,2021-04-14,El Dorado,California,9609,108.0,Wednesday,120.0,0.0
17032,2021-04-21,El Dorado,California,9743,109.0,Wednesday,134.0,1.0
17438,2021-04-28,El Dorado,California,9906,109.0,Wednesday,163.0,0.0
17844,2021-05-05,El Dorado,California,10067,110.0,Wednesday,161.0,1.0
18250,2021-05-12,El Dorado,California,10154,113.0,Wednesday,87.0,3.0
18656,2021-05-19,El Dorado,California,10218,113.0,Wednesday,64.0,0.0
19062,2021-05-26,El Dorado,California,10266,113.0,Wednesday,48.0,0.0
19468,2021-06-02,El Dorado,California,10296,113.0,Wednesday,30.0,0.0
19874,2021-06-09,El Dorado,California,10330,115.0,Wednesday,34.0,2.0
20280,2021-06-16,El Dorado,California,10351,116.0,Wednesday,21.0,1.0
20686,2021-06-23,El Dorado,California,10380,116.0,Wednesday,29.0,0.0
21092,2021-06-30,El Dorado,California,10428,117.0,Wednesday,48.0,1.0
9,2020-07-01,Fresno,California,5289,75.0,Wednesday,0.0,0.0
408,2020-07-08,Fresno,California,7281,84.0,Wednesday,1992.0,9.0
807,2020-07-15,Fresno,California,8941,91.0,Wednesday,1660.0,7.0
1206,2020-07-22,Fresno,California,11412,104.0,Wednesday,2471.0,13.0
1605,2020-07-29,Fresno,California,13933,120.0,Wednesday,2521.0,16.0
2011,2020-08-05,Fresno,California,16272,157.0,Wednesday,2339.0,37.0
2417,2020-08-12,Fresno,California,18344,191.0,Wednesday,2072.0,34.0
2823,2020-08-19,Fresno,California,21316,205.0,Wednesday,2972.0,14.0
3229,2020-08-26,Fresno,California,23932,239.0,Wednesday,2616.0,34.0
3635,2020-09-02,Fresno,California,25542,290.0,Wednesday,1610.0,51.0
4041,2020-09-09,Fresno,California,26640,326.0,Wednesday,1098.0,36.0
4447,2020-09-16,Fresno,California,27312,348.0,Wednesday,672.0,22.0
4853,2020-09-23,Fresno,California,27944,362.0,Wednesday,632.0,14.0
5259,2020-09-30,Fresno,California,28621,390.0,Wednesday,677.0,28.0
5665,2020-10-07,Fresno,California,29022,406.0,Wednesday,401.0,16.0
6071,2020-10-14,Fresno,California,29579,424.0,Wednesday,557.0,18.0
6477,2020-10-21,Fresno,California,30220,430.0,Wednesday,641.0,6.0
6883,2020-10-28,Fresno,California,31251,439.0,Wednesday,1031.0,9.0
7289,2020-11-04,Fresno,California,32022,447.0,Wednesday,771.0,8.0
7695,2020-11-11,Fresno,California,33162,456.0,Wednesday,1140.0,9.0
8101,2020-11-18,Fresno,California,34858,463.0,Wednesday,1696.0,7.0
8507,2020-11-25,Fresno,California,37063,477.0,Wednesday,2205.0,14.0
8913,2020-12-02,Fresno,California,39004,488.0,Wednesday,1941.0,11.0
9319,2020-12-09,Fresno,California,41574,514.0,Wednesday,2570.0,26.0
9725,2020-12-16,Fresno,California,47316,557.0,Wednesday,5742.0,43.0
10131,2020-12-23,Fresno,California,59640,646.0,Wednesday,12324.0,89.0
10537,2020-12-30,Fresno,California,65149,646.0,Wednesday,5509.0,0.0
10943,2021-01-06,Fresno,California,70971,711.0,Wednesday,5822.0,65.0
11349,2021-01-13,Fresno,California,77651,846.0,Wednesday,6680.0,135.0
11755,2021-01-20,Fresno,California,83200,968.0,Wednesday,5549.0,122.0
12161,2021-01-27,Fresno,California,86673,1084.0,Wednesday,3473.0,116.0
12567,2021-02-03,Fresno,California,89542,1185.0,Wednesday,2869.0,101.0
12973,2021-02-10,Fresno,California,91730,1258.0,Wednesday,2188.0,73.0
13379,2021-02-17,Fresno,California,93363,1341.0,Wednesday,1633.0,83.0
13785,2021-02-24,Fresno,California,94741,1401.0,Wednesday,1378.0,60.0
14191,2021-03-03,Fresno,California,95785,1451.0,Wednesday,1044.0,50.0
14597,2021-03-10,Fresno,California,96744,1509.0,Wednesday,959.0,58.0
15003,2021-03-17,Fresno,California,97638,1527.0,Wednesday,894.0,18.0
15409,2021-03-24,Fresno,California,98362,1575.0,Wednesday,724.0,48.0
15815,2021-03-31,Fresno,California,99156,1609.0,Wednesday,794.0,34.0
16221,2021-04-07,Fresno,California,99814,1626.0,Wednesday,658.0,17.0
16627,2021-04-14,Fresno,California,100357,1636.0,Wednesday,543.0,10.0
17033,2021-04-21,Fresno,California,100768,1650.0,Wednesday,411.0,14.0
17439,2021-04-28,Fresno,California,101138,1663.0,Wednesday,370.0,13.0
17845,2021-05-05,Fresno,California,101451,1677.0,Wednesday,313.0,14.0
18251,2021-05-12,Fresno,California,101792,1686.0,Wednesday,341.0,9.0
18657,2021-05-19,Fresno,California,102056,1690.0,Wednesday,264.0,4.0
19063,2021-05-26,Fresno,California,102329,1701.0,Wednesday,273.0,11.0
19469,2021-06-02,Fresno,California,102534,1706.0,Wednesday,205.0,5.0
19875,2021-06-09,Fresno,California,102680,1717.0,Wednesday,146.0,11.0
20281,2021-06-16,Fresno,California,102828,1722.0,Wednesday,148.0,5.0
20687,2021-06-23,Fresno,California,102996,1724.0,Wednesday,168.0,2.0
21093,2021-06-30,Fresno,California,102464,1725.0,Wednesday,-532.0,1.0
10,2020-07-01,Glenn,California,112,0.0,Wednesday,0.0,0.0
409,2020-07-08,Glenn,California,145,0.0,Wednesday,33.0,0.0
808,2020-07-15,Glenn,California,177,0.0,Wednesday,32.0,0.0
1207,2020-07-22,Glenn,California,229,0.0,Wednesday,52.0,0.0
1606,2020-07-29,Glenn,California,289,1.0,Wednesday,60.0,1.0
2012,2020-08-05,Glenn,California,325,2.0,Wednesday,36.0,1.0
2418,2020-08-12,Glenn,California,380,3.0,Wednesday,55.0,1.0
2824,2020-08-19,Glenn,California,402,3.0,Wednesday,22.0,0.0
3230,2020-08-26,Glenn,California,429,3.0,Wednesday,27.0,0.0
3636,2020-09-02,Glenn,California,449,3.0,Wednesday,20.0,0.0
4042,2020-09-09,Glenn,California,492,3.0,Wednesday,43.0,0.0
4448,2020-09-16,Glenn,California,531,3.0,Wednesday,39.0,0.0
4854,2020-09-23,Glenn,California,560,3.0,Wednesday,29.0,0.0
5260,2020-09-30,Glenn,California,589,3.0,Wednesday,29.0,0.0
5666,2020-10-07,Glenn,California,604,3.0,Wednesday,15.0,0.0
6072,2020-10-14,Glenn,California,629,3.0,Wednesday,25.0,0.0
6478,2020-10-21,Glenn,California,638,3.0,Wednesday,9.0,0.0
6884,2020-10-28,Glenn,California,667,3.0,Wednesday,29.0,0.0
7290,2020-11-04,Glenn,California,698,3.0,Wednesday,31.0,0.0
7696,2020-11-11,Glenn,California,719,5.0,Wednesday,21.0,2.0
8102,2020-11-18,Glenn,California,795,6.0,Wednesday,76.0,1.0
8508,2020-11-25,Glenn,California,883,7.0,Wednesday,88.0,1.0
8914,2020-12-02,Glenn,California,989,10.0,Wednesday,106.0,3.0
9320,2020-12-09,Glenn,California,1094,11.0,Wednesday,105.0,1.0
9726,2020-12-16,Glenn,California,1207,12.0,Wednesday,113.0,1.0
10132,2020-12-23,Glenn,California,1337,12.0,Wednesday,130.0,0.0
10538,2020-12-30,Glenn,California,1454,14.0,Wednesday,117.0,2.0
10944,2021-01-06,Glenn,California,1847,16.0,Wednesday,393.0,2.0
11350,2021-01-13,Glenn,California,2152,19.0,Wednesday,305.0,3.0
11756,2021-01-20,Glenn,California,2299,19.0,Wednesday,147.0,0.0
12162,2021-01-27,Glenn,California,2413,22.0,Wednesday,114.0,3.0
12568,2021-02-03,Glenn,California,2484,23.0,Wednesday,71.0,1.0
12974,2021-02-10,Glenn,California,2545,23.0,Wednesday,61.0,0.0
13380,2021-02-17,Glenn,California,2647,23.0,Wednesday,102.0,0.0
13786,2021-02-24,Glenn,California,2673,23.0,Wednesday,26.0,0.0
14192,2021-03-03,Glenn,California,2709,23.0,Wednesday,36.0,0.0
14598,2021-03-10,Glenn,California,2733,23.0,Wednesday,24.0,0.0
15004,2021-03-17,Glenn,California,2757,17.0,Wednesday,24.0,-6.0
15410,2021-03-24,Glenn,California,2790,24.0,Wednesday,33.0,7.0
15816,2021-03-31,Glenn,California,2816,25.0,Wednesday,26.0,1.0
16222,2021-04-07,Glenn,California,2851,25.0,Wednesday,35.0,0.0
16628,2021-04-14,Glenn,California,2861,25.0,Wednesday,10.0,0.0
17034,2021-04-21,Glenn,California,2871,25.0,Wednesday,10.0,0.0
17440,2021-04-28,Glenn,California,2880,25.0,Wednesday,9.0,0.0
17846,2021-05-05,Glenn,California,2890,25.0,Wednesday,10.0,0.0
18252,2021-05-12,Glenn,California,2911,25.0,Wednesday,21.0,0.0
18658,2021-05-19,Glenn,California,2930,25.0,Wednesday,19.0,0.0
19064,2021-05-26,Glenn,California,2934,25.0,Wednesday,4.0,0.0
19470,2021-06-02,Glenn,California,2939,27.0,Wednesday,5.0,2.0
19876,2021-06-09,Glenn,California,2942,27.0,Wednesday,3.0,0.0
20282,2021-06-16,Glenn,California,2952,27.0,Wednesday,10.0,0.0
20688,2021-06-23,Glenn,California,2957,27.0,Wednesday,5.0,0.0
21094,2021-06-30,Glenn,California,2967,27.0,Wednesday,10.0,0.0
11,2020-07-01,Humboldt,California,136,4.0,Wednesday,0.0,0.0
410,2020-07-08,Humboldt,California,157,4.0,Wednesday,21.0,0.0
809,2020-07-15,Humboldt,California,175,4.0,Wednesday,18.0,0.0
1208,2020-07-22,Humboldt,California,200,4.0,Wednesday,25.0,0.0
1607,2020-07-29,Humboldt,California,228,4.0,Wednesday,28.0,0.0
2013,2020-08-05,Humboldt,California,255,4.0,Wednesday,27.0,0.0
2419,2020-08-12,Humboldt,California,299,4.0,Wednesday,44.0,0.0
2825,2020-08-19,Humboldt,California,333,4.0,Wednesday,34.0,0.0
3231,2020-08-26,Humboldt,California,361,4.0,Wednesday,28.0,0.0
3637,2020-09-02,Humboldt,California,397,4.0,Wednesday,36.0,0.0
4043,2020-09-09,Humboldt,California,434,4.0,Wednesday,37.0,0.0
4449,2020-09-16,Humboldt,California,481,6.0,Wednesday,47.0,2.0
4855,2020-09-23,Humboldt,California,490,6.0,Wednesday,9.0,0.0
5261,2020-09-30,Humboldt,California,512,8.0,Wednesday,22.0,2.0
5667,2020-10-07,Humboldt,California,527,8.0,Wednesday,15.0,0.0
6073,2020-10-14,Humboldt,California,542,8.0,Wednesday,15.0,0.0
6479,2020-10-21,Humboldt,California,560,9.0,Wednesday,18.0,1.0
6885,2020-10-28,Humboldt,California,568,10.0,Wednesday,8.0,1.0
7291,2020-11-04,Humboldt,California,592,10.0,Wednesday,24.0,0.0
7697,2020-11-11,Humboldt,California,624,10.0,Wednesday,32.0,0.0
8103,2020-11-18,Humboldt,California,699,9.0,Wednesday,75.0,-1.0
8509,2020-11-25,Humboldt,California,819,9.0,Wednesday,120.0,0.0
8915,2020-12-02,Humboldt,California,949,9.0,Wednesday,130.0,0.0
9321,2020-12-09,Humboldt,California,1163,10.0,Wednesday,214.0,1.0
9727,2020-12-16,Humboldt,California,1357,14.0,Wednesday,194.0,4.0
10133,2020-12-23,Humboldt,California,1539,17.0,Wednesday,182.0,3.0
10539,2020-12-30,Humboldt,California,1731,22.0,Wednesday,192.0,5.0
10945,2021-01-06,Humboldt,California,1957,23.0,Wednesday,226.0,1.0
11351,2021-01-13,Humboldt,California,2171,24.0,Wednesday,214.0,1.0
11757,2021-01-20,Humboldt,California,2427,25.0,Wednesday,256.0,1.0
12163,2021-01-27,Humboldt,California,2672,27.0,Wednesday,245.0,2.0
12569,2021-02-03,Humboldt,California,2849,31.0,Wednesday,177.0,4.0
12975,2021-02-10,Humboldt,California,2976,32.0,Wednesday,127.0,1.0
13381,2021-02-17,Humboldt,California,3036,32.0,Wednesday,60.0,0.0
13787,2021-02-24,Humboldt,California,3151,33.0,Wednesday,115.0,1.0
14193,2021-03-03,Humboldt,California,3230,33.0,Wednesday,79.0,0.0
14599,2021-03-10,Humboldt,California,3326,34.0,Wednesday,96.0,1.0
15005,2021-03-17,Humboldt,California,3392,35.0,Wednesday,66.0,1.0
15411,2021-03-24,Humboldt,California,3432,34.0,Wednesday,40.0,-1.0
15817,2021-03-31,Humboldt,California,3476,36.0,Wednesday,44.0,2.0
16223,2021-04-07,Humboldt,California,3507,36.0,Wednesday,31.0,0.0
16629,2021-04-14,Humboldt,California,3572,36.0,Wednesday,65.0,0.0
17035,2021-04-21,Humboldt,California,3659,38.0,Wednesday,87.0,2.0
17441,2021-04-28,Humboldt,California,3814,38.0,Wednesday,155.0,0.0
17847,2021-05-05,Humboldt,California,3903,39.0,Wednesday,89.0,1.0
18253,2021-05-12,Humboldt,California,4002,41.0,Wednesday,99.0,2.0
18659,2021-05-19,Humboldt,California,4166,42.0,Wednesday,164.0,1.0
19065,2021-05-26,Humboldt,California,4266,43.0,Wednesday,100.0,1.0
19471,2021-06-02,Humboldt,California,4325,43.0,Wednesday,59.0,0.0
19877,2021-06-09,Humboldt,California,4405,46.0,Wednesday,80.0,3.0
20283,2021-06-16,Humboldt,California,4451,48.0,Wednesday,46.0,2.0
20689,2021-06-23,Humboldt,California,4514,49.0,Wednesday,63.0,1.0
21095,2021-06-30,Humboldt,California,4569,50.0,Wednesday,55.0,1.0
12,2020-07-01,Imperial,California,6523,96.0,Wednesday,0.0,0.0
411,2020-07-08,Imperial,California,7464,124.0,Wednesday,941.0,28.0
810,2020-07-15,Imperial,California,8145,147.0,Wednesday,681.0,23.0
1209,2020-07-22,Imperial,California,8799,164.0,Wednesday,654.0,17.0
1608,2020-07-29,Imperial,California,9241,187.0,Wednesday,442.0,23.0
2014,2020-08-05,Imperial,California,9546,233.0,Wednesday,305.0,46.0
2420,2020-08-12,Imperial,California,9919,251.0,Wednesday,373.0,18.0
2826,2020-08-19,Imperial,California,10304,264.0,Wednesday,385.0,13.0
3232,2020-08-26,Imperial,California,10509,282.0,Wednesday,205.0,18.0
3638,2020-09-02,Imperial,California,10746,295.0,Wednesday,237.0,13.0
4044,2020-09-09,Imperial,California,11093,300.0,Wednesday,347.0,5.0
4450,2020-09-16,Imperial,California,11435,308.0,Wednesday,342.0,8.0
4856,2020-09-23,Imperial,California,11658,316.0,Wednesday,223.0,8.0
5262,2020-09-30,Imperial,California,11908,319.0,Wednesday,250.0,3.0
5668,2020-10-07,Imperial,California,12120,326.0,Wednesday,212.0,7.0
6074,2020-10-14,Imperial,California,12334,334.0,Wednesday,214.0,8.0
6480,2020-10-21,Imperial,California,12610,335.0,Wednesday,276.0,1.0
6886,2020-10-28,Imperial,California,12983,335.0,Wednesday,373.0,0.0
7292,2020-11-04,Imperial,California,13284,337.0,Wednesday,301.0,2.0
7698,2020-11-11,Imperial,California,13697,340.0,Wednesday,413.0,3.0
8104,2020-11-18,Imperial,California,14431,352.0,Wednesday,734.0,12.0
8510,2020-11-25,Imperial,California,15725,355.0,Wednesday,1294.0,3.0
8916,2020-12-02,Imperial,California,16429,355.0,Wednesday,704.0,0.0
9322,2020-12-09,Imperial,California,17733,366.0,Wednesday,1304.0,11.0
9728,2020-12-16,Imperial,California,19756,387.0,Wednesday,2023.0,21.0
10134,2020-12-23,Imperial,California,21128,401.0,Wednesday,1372.0,14.0
10540,2020-12-30,Imperial,California,22128,413.0,Wednesday,1000.0,12.0
10946,2021-01-06,Imperial,California,23165,436.0,Wednesday,1037.0,23.0
11352,2021-01-13,Imperial,California,24566,453.0,Wednesday,1401.0,17.0
11758,2021-01-20,Imperial,California,25333,473.0,Wednesday,767.0,20.0
12164,2021-01-27,Imperial,California,25812,513.0,Wednesday,479.0,40.0
12570,2021-02-03,Imperial,California,26317,550.0,Wednesday,505.0,37.0
12976,2021-02-10,Imperial,California,26549,573.0,Wednesday,232.0,23.0
13382,2021-02-17,Imperial,California,26797,583.0,Wednesday,248.0,10.0
13788,2021-02-24,Imperial,California,26840,584.0,Wednesday,43.0,1.0
14194,2021-03-03,Imperial,California,26926,635.0,Wednesday,86.0,51.0
14600,2021-03-10,Imperial,California,27045,663.0,Wednesday,119.0,28.0
15006,2021-03-17,Imperial,California,27143,688.0,Wednesday,98.0,25.0
15412,2021-03-24,Imperial,California,27320,711.0,Wednesday,177.0,23.0
15818,2021-03-31,Imperial,California,27471,711.0,Wednesday,151.0,0.0
16224,2021-04-07,Imperial,California,27661,712.0,Wednesday,190.0,1.0
