date,county,state,cases,deaths
2020-08-11,Humboldt,California,293,4.0
2020-08-11,Imperial,California,9867,243.0
2020-08-11,Inyo,California,97,3.0
2020-08-11,Kern,California,24995,183.0
2020-08-11,Kings,California,5067,62.0
2020-08-11,Lake,California,239,2.0
2020-08-11,Lassen,California,683,0.0
2020-08-11,Los Angeles,California,211808,5057.0
2020-08-11,Madera,California,2463,39.0
2020-08-11,Marin,California,5471,81.0
2020-08-11,Mariposa,California,63,2.0
2020-08-11,Mendocino,California,478,10.0
2020-08-11,Merced,California,6102,74.0
2020-08-11,Modoc,California,5,0.0
2020-08-11,Mono,California,158,1.0
2020-08-11,Monterey,California,5494,37.0
2020-08-11,Napa,California,1130,11.0
2020-08-11,Nevada,California,357,1.0
2020-08-11,Orange,California,41578,734.0
2020-08-11,Placer,California,2377,24.0
2020-08-11,Plumas,California,27,0.0
2020-08-11,Riverside,California,43376,824.0
2020-08-11,Sacramento,California,12273,179.0
2020-08-11,San Benito,California,767,4.0
2020-08-11,San Bernardino,California,37367,549.0
2020-08-11,San Diego,California,33220,602.0
2020-08-11,San Francisco,California,7626,67.0
2020-08-11,San Joaquin,California,13870,235.0
2020-08-11,San Luis Obispo,California,2278,17.0
2020-08-11,San Mateo,California,6431,122.0
2020-08-11,Santa Barbara,California,7074,73.0
2020-08-11,Santa Clara,California,12962,208.0
2020-08-11,Santa Cruz,California,1287,6.0
2020-08-11,Shasta,California,469,10.0
2020-08-11,Sierra,California,3,0.0
2020-08-11,Siskiyou,California,106,0.0
2020-08-11,Solano,California,4343,41.0
2020-08-11,Sonoma,California,3825,51.0
2020-08-11,Stanislaus,California,10855,177.0
2020-08-11,Sutter,California,1019,7.0
2020-08-11,Tehama,California,282,1.0
2020-08-11,Trinity,California,6,0.0
2020-08-11,Tulare,California,11549,198.0
2020-08-11,Tuolumne,California,159,2.0
2020-08-11,Ventura,California,8851,93.0
2020-08-11,Yolo,California,1898,45.0
2020-08-11,Yuba,California,678,4.0
2020-08-12,Alameda,California,14120,212.0
2020-08-12,Alpine,California,2,0.0
2020-08-12,Amador,California,196,10.0
2020-08-12,Butte,California,1305,8.0
2020-08-12,Calaveras,California,161,1.0
2020-08-12,Colusa,California,397,5.0
2020-08-12,Contra Costa,California,10103,149.0
2020-08-12,Del Norte,California,104,0.0
2020-08-12,El Dorado,California,793,2.0
2020-08-12,Fresno,California,18344,191.0
2020-08-12,Glenn,California,380,3.0
2020-08-12,Humboldt,California,299,4.0
2020-08-12,Imperial,California,9919,251.0
2020-08-12,Inyo,California,97,3.0
2020-08-12,Kern,California,25179,183.0
2020-08-12,Kings,California,5127,62.0
2020-08-12,Lake,California,243,2.0
2020-08-12,Lassen,California,694,0.0
2020-08-12,Los Angeles,California,214197,5109.0
2020-08-12,Madera,California,2759,44.0
2020-08-12,Marin,California,5583,81.0
2020-08-12,Mariposa,California,63,2.0
2020-08-12,Mendocino,California,489,10.0
2020-08-12,Merced,California,6224,74.0
2020-08-12,Modoc,California,5,0.0
2020-08-12,Mono,California,160,1.0
2020-08-12,Monterey,California,5628,39.0
2020-08-12,Napa,California,1144,11.0
2020-08-12,Nevada,California,358,1.0
2020-08-12,Orange,California,41823,745.0
2020-08-12,Placer,California,2413,26.0
2020-08-12,Plumas,California,31,0.0
2020-08-12,Riverside,California,44237,853.0
2020-08-12,Sacramento,California,12477,186.0
2020-08-12,San Benito,California,773,4.0
2020-08-12,San Bernardino,California,38467,555.0
2020-08-12,San Diego,California,33456,608.0
2020-08-12,San Francisco,California,7837,67.0
2020-08-12,San Joaquin,California,14026,239.0
2020-08-12,San Luis Obispo,California,2300,17.0
2020-08-12,San Mateo,California,6535,122.0
2020-08-12,Santa Barbara,California,7083,73.0
2020-08-12,Santa Clara,California,13059,208.0
2020-08-12,Santa Cruz,California,1352,6.0
2020-08-12,Shasta,California,476,10.0
2020-08-12,Sierra,California,4,0.0
2020-08-12,Siskiyou,California,108,0.0
2020-08-12,Solano,California,4419,41.0
2020-08-12,Sonoma,California,3859,51.0
2020-08-12,Stanislaus,California,11592,182.0
2020-08-12,Sutter,California,1041,7.0
2020-08-12,Tehama,California,289,1.0
2020-08-12,Trinity,California,6,0.0
2020-08-12,Tulare,California,11643,205.0
2020-08-12,Tuolumne,California,159,2.0
2020-08-12,Ventura,California,8953,93.0
2020-08-12,Yolo,California,1918,45.0
2020-08-12,Yuba,California,688,4.0
2020-08-13,Alameda,California,14250,216.0
2020-08-13,Alpine,California,2,0.0
2020-08-13,Amador,California,205,11.0
2020-08-13,Butte,California,1321,12.0
2020-08-13,Calaveras,California,161,1.0
2020-08-13,Colusa,California,401,5.0
2020-08-13,Contra Costa,California,10482,151.0
2020-08-13,Del Norte,California,105,0.0
2020-08-13,El Dorado,California,802,2.0
2020-08-13,Fresno,California,18690,191.0
2020-08-13,Glenn,California,388,3.0
2020-08-13,Humboldt,California,302,4.0
2020-08-13,Imperial,California,9957,256.0
2020-08-13,Inyo,California,97,3.0
2020-08-13,Kern,California,25499,187.0
2020-08-13,Kings,California,5243,64.0
2020-08-13,Lake,California,253,2.0
2020-08-13,Lassen,California,694,0.0
2020-08-13,Los Angeles,California,216139,5171.0
2020-08-13,Madera,California,2853,46.0
2020-08-13,Marin,California,5674,81.0
2020-08-13,Mariposa,California,63,2.0
2020-08-13,Mendocino,California,513,10.0
2020-08-13,Merced,California,6561,89.0
2020-08-13,Modoc,California,5,0.0
2020-08-13,Mono,California,160,1.0
2020-08-13,Monterey,California,5919,40.0
2020-08-13,Napa,California,1171,11.0
2020-08-13,Nevada,California,362,1.0
2020-08-13,Orange,California,42171,769.0
2020-08-13,Placer,California,2486,27.0
2020-08-13,Plumas,California,31,0.0
2020-08-13,Riverside,California,44747,879.0
2020-08-13,Sacramento,California,13215,194.0
2020-08-13,San Benito,California,792,4.0
2020-08-13,San Bernardino,California,38811,558.0
2020-08-13,San Diego,California,33722,615.0
2020-08-13,San Francisco,California,7947,67.0
2020-08-13,San Joaquin,California,14276,245.0
2020-08-13,San Luis Obispo,California,2324,18.0
2020-08-13,San Mateo,California,6640,122.0
2020-08-13,Santa Barbara,California,7148,75.0
2020-08-13,Santa Clara,California,13340,209.0
2020-08-13,Santa Cruz,California,1382,6.0
2020-08-13,Shasta,California,479,10.0
2020-08-13,Sierra,California,4,0.0
2020-08-13,Siskiyou,California,109,0.0
2020-08-13,Solano,California,4539,41.0
2020-08-13,Sonoma,California,4063,51.0
2020-08-13,Stanislaus,California,11682,187.0
2020-08-13,Sutter,California,1070,7.0
2020-08-13,Tehama,California,289,1.0
2020-08-13,Trinity,California,7,0.0
2020-08-13,Tulare,California,11847,205.0
2020-08-13,Tuolumne,California,160,2.0
2020-08-13,Ventura,California,9005,94.0
2020-08-13,Yolo,California,1927,45.0
2020-08-13,Yuba,California,727,4.0
2020-08-14,Alameda,California,14579,219.0
2020-08-14,Alpine,California,2,0.0
2020-08-14,Amador,California,206,11.0
2020-08-14,Butte,California,1370,12.0
2020-08-14,Calaveras,California,174,1.0
2020-08-14,Colusa,California,409,5.0
2020-08-14,Contra Costa,California,10756,152.0
2020-08-14,Del Norte,California,106,0.0
2020-08-14,El Dorado,California,827,2.0
2020-08-14,Fresno,California,19157,203.0
2020-08-14,Glenn,California,392,3.0
2020-08-14,Humboldt,California,309,4.0
2020-08-14,Imperial,California,10035,256.0
2020-08-14,Inyo,California,97,3.0
2020-08-14,Kern,California,25888,204.0
2020-08-14,Kings,California,5310,64.0
2020-08-14,Lake,California,263,2.0
2020-08-14,Lassen,California,695,0.0
2020-08-14,Los Angeles,California,218693,5214.0
2020-08-14,Madera,California,2924,47.0
2020-08-14,Marin,California,5707,82.0
2020-08-14,Mariposa,California,64,2.0
2020-08-14,Mendocino,California,529,10.0
2020-08-14,Merced,California,6777,89.0
2020-08-14,Modoc,California,5,0.0
2020-08-14,Mono,California,160,1.0
2020-08-14,Monterey,California,5925,41.0
2020-08-14,Napa,California,1207,11.0
2020-08-14,Nevada,California,372,2.0
2020-08-14,Orange,California,42854,789.0
2020-08-14,Placer,California,2543,27.0
2020-08-14,Plumas,California,32,0.0
2020-08-14,Riverside,California,45662,881.0
2020-08-14,Sacramento,California,13614,199.0
2020-08-14,San Benito,California,815,4.0
2020-08-14,San Bernardino,California,39395,561.0
2020-08-14,San Diego,California,34128,622.0
2020-08-14,San Francisco,California,8056,69.0
2020-08-14,San Joaquin,California,14651,261.0
2020-08-14,San Luis Obispo,California,2439,18.0
2020-08-14,San Mateo,California,6803,126.0
2020-08-14,Santa Barbara,California,7274,77.0
2020-08-14,Santa Clara,California,13856,209.0
2020-08-14,Santa Cruz,California,1383,6.0
2020-08-14,Shasta,California,488,10.0
2020-08-14,Sierra,California,5,0.0
2020-08-14,Siskiyou,California,111,0.0
2020-08-14,Solano,California,4601,41.0
2020-08-14,Sonoma,California,4157,51.0
2020-08-14,Stanislaus,California,11953,195.0
2020-08-14,Sutter,California,1091,7.0
2020-08-14,Tehama,California,302,1.0
2020-08-14,Trinity,California,7,0.0
2020-08-14,Tulare,California,12105,205.0
2020-08-14,Tuolumne,California,160,2.0
2020-08-14,Ventura,California,9114,95.0
2020-08-14,Yolo,California,1966,46.0
2020-08-14,Yuba,California,740,4.0
2020-08-15,Alameda,California,14930,219.0
2020-08-15,Alpine,California,2,0.0
2020-08-15,Amador,California,208,11.0
2020-08-15,Butte,California,1384,12.0
2020-08-15,Calaveras,California,174,1.0
2020-08-15,Colusa,California,409,5.0
2020-08-15,Contra Costa,California,11013,156.0
2020-08-15,Del Norte,California,106,0.0
2020-08-15,El Dorado,California,827,2.0
2020-08-15,Fresno,California,19900,203.0
2020-08-15,Glenn,California,395,3.0
2020-08-15,Humboldt,California,309,4.0
2020-08-15,Imperial,California,10058,256.0
2020-08-15,Inyo,California,115,3.0
2020-08-15,Kern,California,26266,204.0
2020-08-15,Kings,California,5409,66.0
2020-08-15,Lake,California,267,2.0
2020-08-15,Lassen,California,703,0.0
2020-08-15,Los Angeles,California,220762,5245.0
2020-08-15,Madera,California,2924,47.0
2020-08-15,Marin,California,5747,82.0
2020-08-15,Mariposa,California,64,2.0
2020-08-15,Mendocino,California,537,10.0
2020-08-15,Merced,California,6777,89.0
2020-08-15,Modoc,California,5,0.0
2020-08-15,Mono,California,159,1.0
2020-08-15,Monterey,California,6121,46.0
2020-08-15,Napa,California,1231,11.0
2020-08-15,Nevada,California,377,2.0
2020-08-15,Orange,California,43367,809.0
2020-08-15,Placer,California,2582,28.0
2020-08-15,Plumas,California,33,0.0
2020-08-15,Riverside,California,46456,881.0
2020-08-15,Sacramento,California,13644,199.0
2020-08-15,San Benito,California,828,4.0
2020-08-15,San Bernardino,California,40442,568.0
2020-08-15,San Diego,California,34407,626.0
2020-08-15,San Francisco,California,8160,69.0
2020-08-15,San Joaquin,California,14925,261.0
2020-08-15,San Luis Obispo,California,2439,19.0
2020-08-15,San Mateo,California,6952,126.0
2020-08-15,Santa Barbara,California,7302,77.0
2020-08-15,Santa Clara,California,14207,210.0
2020-08-15,Santa Cruz,California,1420,7.0
2020-08-15,Shasta,California,488,10.0
2020-08-15,Sierra,California,5,0.0
2020-08-15,Siskiyou,California,111,0.0
2020-08-15,Solano,California,4601,41.0
2020-08-15,Sonoma,California,4293,54.0
2020-08-15,Stanislaus,California,12379,198.0
2020-08-15,Sutter,California,1094,7.0
2020-08-15,Tehama,California,305,1.0
2020-08-15,Trinity,California,7,0.0
2020-08-15,Tulare,California,12105,205.0
2020-08-15,Tuolumne,California,160,2.0
2020-08-15,Ventura,California,9313,95.0
2020-08-15,Yolo,California,2019,46.0
2020-08-15,Yuba,California,758,4.0
2020-08-16,Alameda,California,15186,221.0
2020-08-16,Alpine,California,2,0.0
2020-08-16,Amador,California,209,11.0
2020-08-16,Butte,California,1409,12.0
2020-08-16,Calaveras,California,174,1.0
2020-08-16,Colusa,California,409,5.0
2020-08-16,Contra Costa,California,11228,157.0
2020-08-16,Del Norte,California,106,0.0
2020-08-16,El Dorado,California,838,2.0
2020-08-16,Fresno,California,20603,203.0
2020-08-16,Glenn,California,398,3.0
2020-08-16,Humboldt,California,309,4.0
2020-08-16,Imperial,California,10058,256.0
2020-08-16,Inyo,California,123,3.0
2020-08-16,Kern,California,26570,204.0
2020-08-16,Kings,California,5514,66.0
2020-08-16,Lake,California,268,2.0
2020-08-16,Lassen,California,703,0.0
2020-08-16,Los Angeles,California,221950,5254.0
2020-08-16,Madera,California,2950,47.0
2020-08-16,Marin,California,5771,82.0
2020-08-16,Mariposa,California,64,2.0
2020-08-16,Mendocino,California,541,10.0
2020-08-16,Merced,California,6777,89.0
2020-08-16,Modoc,California,5,0.0
2020-08-16,Mono,California,159,1.0
2020-08-16,Monterey,California,6461,46.0
2020-08-16,Napa,California,1233,11.0
2020-08-16,Nevada,California,376,2.0
2020-08-16,Orange,California,43709,810.0
2020-08-16,Placer,California,2600,28.0
2020-08-16,Plumas,California,33,0.0
2020-08-16,Riverside,California,46720,881.0
2020-08-16,Sacramento,California,14017,199.0
2020-08-16,San Benito,California,836,4.0
2020-08-16,San Bernardino,California,41231,568.0
2020-08-16,San Diego,California,34741,626.0
2020-08-16,San Francisco,California,8295,69.0
2020-08-16,San Joaquin,California,15113,261.0
2020-08-16,San Luis Obispo,California,2461,19.0
2020-08-16,San Mateo,California,6952,126.0
2020-08-16,Santa Barbara,California,7338,77.0
2020-08-16,Santa Clara,California,14429,210.0
2020-08-16,Santa Cruz,California,1454,7.0
2020-08-16,Shasta,California,488,10.0
2020-08-16,Sierra,California,6,0.0
2020-08-16,Siskiyou,California,111,0.0
2020-08-16,Solano,California,4601,41.0
2020-08-16,Sonoma,California,4377,57.0
2020-08-16,Stanislaus,California,12541,198.0
2020-08-16,Sutter,California,1137,7.0
2020-08-16,Tehama,California,312,1.0
2020-08-16,Trinity,California,7,0.0
2020-08-16,Tulare,California,12262,205.0
2020-08-16,Tuolumne,California,160,2.0
2020-08-16,Ventura,California,9379,95.0
2020-08-16,Yolo,California,2046,46.0
2020-08-16,Yuba,California,758,4.0
2020-08-17,Alameda,California,15359,221.0
2020-08-17,Alpine,California,2,0.0
2020-08-17,Amador,California,214,11.0
2020-08-17,Butte,California,1432,12.0
2020-08-17,Calaveras,California,174,1.0
2020-08-17,Colusa,California,415,5.0
2020-08-17,Contra Costa,California,11408,157.0
2020-08-17,Del Norte,California,108,1.0
2020-08-17,El Dorado,California,849,2.0
2020-08-17,Fresno,California,21010,203.0
2020-08-17,Glenn,California,400,3.0
2020-08-17,Humboldt,California,320,4.0
2020-08-17,Imperial,California,10058,256.0
2020-08-17,Inyo,California,125,3.0
2020-08-17,Kern,California,26788,204.0
2020-08-17,Kings,California,5543,66.0
2020-08-17,Lake,California,269,2.0
2020-08-17,Lassen,California,703,0.0
2020-08-17,Los Angeles,California,223131,5273.0
2020-08-17,Madera,California,3129,47.0
2020-08-17,Marin,California,5788,82.0
2020-08-17,Mariposa,California,64,2.0
2020-08-17,Mendocino,California,556,10.0
2020-08-17,Merced,California,7041,93.0
2020-08-17,Modoc,California,5,0.0
2020-08-17,Mono,California,160,1.0
2020-08-17,Monterey,California,6548,46.0
2020-08-17,Napa,California,1246,11.0
2020-08-17,Nevada,California,385,2.0
2020-08-17,Orange,California,43925,810.0
2020-08-17,Placer,California,2625,28.0
2020-08-17,Plumas,California,33,0.0
2020-08-17,Riverside,California,47669,912.0
2020-08-17,Sacramento,California,14325,218.0
2020-08-17,San Benito,California,848,4.0
2020-08-17,San Bernardino,California,41724,568.0
2020-08-17,San Diego,California,35023,626.0
2020-08-17,San Francisco,California,8349,70.0
2020-08-17,San Joaquin,California,15288,269.0
2020-08-17,San Luis Obispo,California,2562,19.0
2020-08-17,San Mateo,California,7150,126.0
2020-08-17,Santa Barbara,California,7454,80.0
2020-08-17,Santa Clara,California,14429,210.0
2020-08-17,Santa Cruz,California,1454,7.0
2020-08-17,Shasta,California,508,11.0
2020-08-17,Sierra,California,6,0.0
2020-08-17,Siskiyou,California,114,0.0
2020-08-17,Solano,California,4772,41.0
2020-08-17,Sonoma,California,4465,57.0
2020-08-17,Stanislaus,California,12668,198.0
2020-08-17,Sutter,California,1157,7.0
2020-08-17,Tehama,California,318,1.0
2020-08-17,Trinity,California,9,0.0
2020-08-17,Tulare,California,12451,206.0
2020-08-17,Tuolumne,California,165,2.0
2020-08-17,Ventura,California,9408,96.0
2020-08-17,Yolo,California,2076,46.0
2020-08-17,Yuba,California,786,4.0
2020-08-18,Alameda,California,15475,224.0
2020-08-18,Alpine,California,2,0.0
2020-08-18,Amador,California,214,11.0
2020-08-18,Butte,California,1463,14.0
2020-08-18,Calaveras,California,181,1.0
2020-08-18,Colusa,California,420,5.0
2020-08-18,Contra Costa,California,11668,157.0
2020-08-18,Del Norte,California,108,1.0
2020-08-18,El Dorado,California,871,2.0
2020-08-18,Fresno,California,21316,205.0
2020-08-18,Glenn,California,402,3.0
2020-08-18,Humboldt,California,325,4.0
2020-08-18,Imperial,California,10268,264.0
2020-08-18,Inyo,California,124,8.0
2020-08-18,Kern,California,26968,216.0
2020-08-18,Kings,California,5575,67.0
2020-08-18,Lake,California,270,2.0
2020-08-18,Lassen,California,703,0.0
2020-08-18,Los Angeles,California,224031,5335.0
2020-08-18,Madera,California,3196,47.0
2020-08-18,Marin,California,5788,83.0
2020-08-18,Mariposa,California,65,2.0
2020-08-18,Mendocino,California,575,12.0
2020-08-18,Merced,California,7171,95.0
2020-08-18,Modoc,California,5,0.0
2020-08-18,Mono,California,160,1.0
2020-08-18,Monterey,California,6662,46.0
2020-08-18,Napa,California,1265,13.0
2020-08-18,Nevada,California,392,2.0
2020-08-18,Orange,California,44212,815.0
2020-08-18,Placer,California,2643,28.0
2020-08-18,Plumas,California,33,0.0
2020-08-18,Riverside,California,48200,913.0
2020-08-18,Sacramento,California,14601,219.0
2020-08-18,San Benito,California,859,4.0
2020-08-18,San Bernardino,California,42150,616.0
2020-08-18,San Diego,California,35225,633.0
2020-08-18,San Francisco,California,8430,70.0
2020-08-18,San Joaquin,California,15323,280.0
2020-08-18,San Luis Obispo,California,2562,19.0
2020-08-18,San Mateo,California,7228,127.0
2020-08-18,Santa Barbara,California,7481,81.0
2020-08-18,Santa Clara,California,14872,214.0
2020-08-18,Santa Cruz,California,1505,7.0
2020-08-18,Shasta,California,511,11.0
2020-08-18,Sierra,California,6,0.0
2020-08-18,Siskiyou,California,114,0.0
2020-08-18,Solano,California,4876,43.0
2020-08-18,Sonoma,California,4465,57.0
2020-08-18,Stanislaus,California,12745,203.0
2020-08-18,Sutter,California,1178,7.0
2020-08-18,Tehama,California,324,1.0
2020-08-18,Trinity,California,9,0.0
2020-08-18,Tulare,California,12718,206.0
2020-08-18,Tuolumne,California,165,2.0
2020-08-18,Ventura,California,9490,97.0
2020-08-18,Yolo,California,2097,46.0
2020-08-18,Yuba,California,814,4.0
2020-08-19,Alameda,California,15857,228.0
2020-08-19,Alpine,California,2,0.0
2020-08-19,Amador,California,216,13.0
2020-08-19,Butte,California,1494,14.0
2020-08-19,Calaveras,California,181,1.0
2020-08-19,Colusa,California,421,5.0
2020-08-19,Contra Costa,California,11886,158.0
2020-08-19,Del Norte,California,112,1.0
2020-08-19,El Dorado,California,877,2.0
2020-08-19,Fresno,California,21316,205.0
2020-08-19,Glenn,California,402,3.0
2020-08-19,Humboldt,California,333,4.0
2020-08-19,Imperial,California,10304,264.0
2020-08-19,Inyo,California,124,8.0
2020-08-19,Kern,California,27184,228.0
2020-08-19,Kings,California,5631,68.0
2020-08-19,Lake,California,270,2.0
2020-08-19,Lassen,California,703,0.0
2020-08-19,Los Angeles,California,225827,5392.0
2020-08-19,Madera,California,3236,47.0
2020-08-19,Marin,California,5832,83.0
2020-08-19,Mariposa,California,69,2.0
2020-08-19,Mendocino,California,579,13.0
2020-08-19,Merced,California,7229,97.0
2020-08-19,Modoc,California,5,0.0
2020-08-19,Mono,California,161,2.0
2020-08-19,Monterey,California,6785,47.0
2020-08-19,Napa,California,1283,13.0
2020-08-19,Nevada,California,394,2.0
2020-08-19,Orange,California,44507,833.0
2020-08-19,Placer,California,2663,30.0
2020-08-19,Plumas,California,33,0.0
2020-08-19,Riverside,California,48630,917.0
2020-08-19,Sacramento,California,14759,230.0
2020-08-19,San Benito,California,872,5.0
2020-08-19,San Bernardino,California,42947,621.0
2020-08-19,San Diego,California,35439,638.0
2020-08-19,San Francisco,California,8531,72.0
2020-08-19,San Joaquin,California,15379,287.0
2020-08-19,San Luis Obispo,California,2562,19.0
2020-08-19,San Mateo,California,7321,127.0
2020-08-19,Santa Barbara,California,7508,82.0
2020-08-19,Santa Clara,California,15085,217.0
2020-08-19,Santa Cruz,California,1546,7.0
2020-08-19,Shasta,California,515,11.0
2020-08-19,Sierra,California,6,0.0
2020-08-19,Siskiyou,California,114,0.0
2020-08-19,Solano,California,4948,44.0
2020-08-19,Sonoma,California,4779,65.0
2020-08-19,Stanislaus,California,12935,212.0
2020-08-19,Sutter,California,1186,7.0
2020-08-19,Tehama,California,324,1.0
2020-08-19,Trinity,California,9,0.0
2020-08-19,Tulare,California,12836,208.0
2020-08-19,Tuolumne,California,166,2.0
2020-08-19,Ventura,California,9490,98.0
2020-08-19,Yolo,California,2118,47.0
2020-08-19,Yuba,California,821,4.0
2020-08-20,Alameda,California,16205,231.0
2020-08-20,Alpine,California,2,0.0
2020-08-20,Amador,California,218,13.0
2020-08-20,Butte,California,1537,17.0
2020-08-20,Calaveras,California,181,1.0
2020-08-20,Colusa,California,418,5.0
2020-08-20,Contra Costa,California,12046,161.0
2020-08-20,Del Norte,California,114,1.0
2020-08-20,El Dorado,California,885,2.0
2020-08-20,Fresno,California,22167,205.0
2020-08-20,Glenn,California,414,3.0
2020-08-20,Humboldt,California,342,4.0
2020-08-20,Imperial,California,10325,265.0
2020-08-20,Inyo,California,140,9.0
2020-08-20,Kern,California,27378,229.0
2020-08-20,Kings,California,5659,68.0
2020-08-20,Lake,California,277,2.0
2020-08-20,Lassen,California,703,0.0
2020-08-20,Los Angeles,California,227346,5446.0
2020-08-20,Madera,California,3278,49.0
2020-08-20,Marin,California,5852,83.0
2020-08-20,Mariposa,California,69,2.0
2020-08-20,Mendocino,California,584,14.0
2020-08-20,Merced,California,7334,99.0
2020-08-20,Modoc,California,5,0.0
2020-08-20,Mono,California,161,2.0
2020-08-20,Monterey,California,6865,49.0
2020-08-20,Napa,California,1296,13.0
2020-08-20,Nevada,California,399,3.0
2020-08-20,Orange,California,44936,833.0
2020-08-20,Placer,California,2689,30.0
2020-08-20,Plumas,California,36,0.0
2020-08-20,Riverside,California,48956,922.0
2020-08-20,Sacramento,California,14983,230.0
2020-08-20,San Benito,California,902,7.0
2020-08-20,San Bernardino,California,43469,625.0
2020-08-20,San Diego,California,35671,644.0
2020-08-20,San Francisco,California,8614,72.0
2020-08-20,San Joaquin,California,15677,288.0
2020-08-20,San Luis Obispo,California,2562,20.0
2020-08-20,San Mateo,California,7382,127.0
2020-08-20,Santa Barbara,California,7578,84.0
2020-08-20,Santa Clara,California,15258,218.0
2020-08-20,Santa Cruz,California,1569,7.0
2020-08-20,Shasta,California,521,11.0
2020-08-20,Sierra,California,6,0.0
2020-08-20,Siskiyou,California,115,0.0
2020-08-20,Solano,California,5011,44.0
2020-08-20,Sonoma,California,4863,70.0
2020-08-20,Stanislaus,California,13084,223.0
2020-08-20,Sutter,California,1213,7.0
2020-08-20,Tehama,California,342,1.0
2020-08-20,Trinity,California,9,0.0
2020-08-20,Tulare,California,13022,208.0
2020-08-20,Tuolumne,California,170,2.0
2020-08-20,Ventura,California,9587,101.0
2020-08-20,Yolo,California,2147,47.0
2020-08-20,Yuba,California,829,4.0
2020-08-21,Alameda,California,16490,234.0
2020-08-21,Alpine,California,2,0.0
2020-08-21,Amador,California,221,14.0
2020-08-21,Butte,California,1555,17.0
2020-08-21,Calaveras,California,181,1.0
2020-08-21,Colusa,California,419,5.0
2020-08-21,Contra Costa,California,12362,164.0
2020-08-21,Del Norte,California,116,1.0
2020-08-21,El Dorado,California,896,2.0
2020-08-21,Fresno,California,22535,226.0
2020-08-21,Glenn,California,414,3.0
2020-08-21,Humboldt,California,345,4.0
2020-08-21,Imperial,California,10366,268.0
2020-08-21,Inyo,California,144,9.0
2020-08-21,Kern,California,27658,238.0
2020-08-21,Kings,California,5703,68.0
2020-08-21,Lake,California,280,3.0
2020-08-21,Lassen,California,704,0.0
2020-08-21,Los Angeles,California,229054,5491.0
2020-08-21,Madera,California,3339,49.0
2020-08-21,Marin,California,5879,84.0
2020-08-21,Mariposa,California,69,2.0
2020-08-21,Mendocino,California,605,16.0
2020-08-21,Merced,California,7428,99.0
2020-08-21,Modoc,California,5,0.0
2020-08-21,Mono,California,161,2.0
2020-08-21,Monterey,California,6964,51.0
2020-08-21,Napa,California,1308,13.0
2020-08-21,Nevada,California,404,3.0
2020-08-21,Orange,California,45308,882.0
2020-08-21,Placer,California,2705,30.0
2020-08-21,Plumas,California,36,0.0
2020-08-21,Riverside,California,49482,927.0
2020-08-21,Sacramento,California,15245,234.0
2020-08-21,San Benito,California,918,7.0
2020-08-21,San Bernardino,California,43943,629.0
2020-08-21,San Diego,California,35975,652.0
2020-08-21,San Francisco,California,8705,72.0
2020-08-21,San Joaquin,California,15778,294.0
2020-08-21,San Luis Obispo,California,2665,21.0
2020-08-21,San Mateo,California,7472,128.0
2020-08-21,Santa Barbara,California,7653,87.0
2020-08-21,Santa Clara,California,15496,223.0
2020-08-21,Santa Cruz,California,1605,7.0
2020-08-21,Shasta,California,531,11.0
2020-08-21,Sierra,California,6,0.0
2020-08-21,Siskiyou,California,123,0.0
2020-08-21,Solano,California,5053,44.0
2020-08-21,Sonoma,California,4942,70.0
2020-08-21,Stanislaus,California,13120,226.0
2020-08-21,Sutter,California,1223,7.0
2020-08-21,Tehama,California,350,1.0
2020-08-21,Trinity,California,9,0.0
2020-08-21,Tulare,California,13117,210.0
2020-08-21,Tuolumne,California,172,2.0
2020-08-21,Ventura,California,9744,102.0
2020-08-21,Yolo,California,2164,47.0
2020-08-21,Yuba,California,844,4.0
2020-08-22,Alameda,California,16714,234.0
2020-08-22,Alpine,California,2,0.0
2020-08-22,Amador,California,222,14.0
2020-08-22,Butte,California,1582,17.0
2020-08-22,Calaveras,California,197,2.0
2020-08-22,Colusa,California,419,5.0
2020-08-22,Contra Costa,California,12527,168.0
2020-08-22,Del Norte,California,116,1.0
2020-08-22,El Dorado,California,896,2.0
2020-08-22,Fresno,California,22840,226.0
2020-08-22,Glenn,California,418,3.0
2020-08-22,Humboldt,California,345,4.0
2020-08-22,Imperial,California,10393,271.0
2020-08-22,Inyo,California,144,11.0
2020-08-22,Kern,California,27915,240.0
2020-08-22,Kings,California,5893,68.0
2020-08-22,Lake,California,281,3.0
2020-08-22,Lassen,California,704,0.0
2020-08-22,Los Angeles,California,230662,5537.0
2020-08-22,Madera,California,3339,49.0
2020-08-22,Marin,California,5888,85.0
2020-08-22,Mariposa,California,69,2.0
2020-08-22,Mendocino,California,624,16.0
2020-08-22,Merced,California,7428,99.0
2020-08-22,Modoc,California,5,0.0
2020-08-22,Mono,California,161,2.0
2020-08-22,Monterey,California,7023,52.0
2020-08-22,Napa,California,1318,13.0
2020-08-22,Nevada,California,406,3.0
2020-08-22,Orange,California,45801,896.0
2020-08-22,Placer,California,2740,31.0
2020-08-22,Plumas,California,36,0.0
2020-08-22,Riverside,California,49482,927.0
2020-08-22,Sacramento,California,15246,234.0
2020-08-22,San Benito,California,947,7.0
2020-08-22,San Bernardino,California,44603,691.0
2020-08-22,San Diego,California,36266,660.0
2020-08-22,San Francisco,California,8794,74.0
2020-08-22,San Joaquin,California,15888,294.0
